mac_hash,0
004c76bfe9f7b20f3651e0bcbd8eee9e,1
0084303d531091816387956ea26b86eb,4
00872a1ee635c2619454350b96b94103,4
00a5f69fc7719ba29c7b202f292dbafb,4
00ad41313f1f637e079c1a9d9a857d12,4
00ad53a97548b2d68c245ba69e4fdab1,1
00da476467db35ada3951ab287a96c28,0
00f08aa7233716d875c973ae2a4e1899,4
00f6779772c5f0bb17afb379d5166717,0
0110f0c58f5a6297b3669c3d9ec5111c,0
013455bcda41eadc9144bbf51fc904da,0
015690abe5846ec4e56a96e0dd25f81e,4
016e38343ff8c957381a3167243b190e,4
016fdc2321fcb9a55a1bd62f2ca85ef6,0
019902bd2692096ce046b1674861dec8,4
01fba0fd0ada3b2986e4730b77d6f350,4
0208ffc64334c7a89ff7185f755bc76e,4
0217cc1b7a65f89cba1db3bb4e3d102b,3
0221d6274b6a4d125580e68ebfe4c1f8,2
0270379f2141ca113661d95dd9a435bb,0
02a688da55c1653e82a7357ae1d45c53,3
02b8379ba3c8bbdaa8a43a132c2aa177,0
02d0558e8f9753fac35a3a47877deb4f,3
03478ee9f3e57cf223915252a3d9bba8,3
037c279579658592db48e2e417e33d09,4
03b13cbd6a277e32c416e8c567ee25a1,2
03e6c16a779836aad6db7d5677e78625,2
03f6bb5673d1256eda52e690aa4298ce,0
0408f57b08834ef586dcfc20e9927229,4
04302b543f873e2b5980c8887b953c9a,1
044421f892022855b116636cc8497c2c,4
04bff40f6f0b8252db85d36f02e6b5cd,4
04c3173e5b4861b06eb8063b5d258113,0
04e1450470550fc587bf3e1b2355ec24,0
0503649f22a020281f21ce128b3ba156,0
051523bff8bcc19404bdd5ef6355fe8b,4
05bf3dbac7d3e5645b1721f705a21997,4
05bf477f840a47c5fdf0541dce482538,1
063e96f3d29649589d2519a7b12dd564,1
0640964b7503bce4253f27b9fedd2b16,0
068d012c6bfa49e598a052e4b48cc32c,0
069d76fc5de71b843227e4c430cb3593,0
06ae6c5f04c82d0bcdda7fe6f986e8c2,3
06b5346f81b455e9d093ac4a243d40c6,0
06c3f4595e3691957f3346f7378f4042,0
06d17fa261c24014ae3facfc27491eb2,2
06de4f9aa657e320f5997b72ed48c8cc,3
